2,Brighton-and-Hove,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Brighton-and-Hove,Spring Holidays,10 Apr 2019(Wed),22 Apr 2019(Mon)
4,Brighton-and-Hove,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Brighton-and-Hove,Summer Holidays,29 Jul 2019(Mon),4 Sep 2019(Wed)
,Local Authority,School Holidays,Starts,Finishes
0,Bristol,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Bristol,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Bristol,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Bristol,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Bristol,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Bristol,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Bromley,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Bromley,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Bromley,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Bromley,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Bromley,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Bromley,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Buckinghamshire,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Buckinghamshire,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,Buckinghamshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Buckinghamshire,Spring Holidays,8 Apr 2019(Mon),23 Apr 2019(Tue)
4,Buckinghamshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Buckinghamshire,Summer Holidays,25 Jul 2019(Thu),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Bury,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Bury,Winter Holidays,24 Dec 2018(Mon),3 Jan 2019(Thu)
2,Bury,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Bury,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,Bury,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,Bury,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,Bury,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Calderdale,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Calderdale,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Calderdale,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Calderdale,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,Calderdale,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Calderdale,Summer Holidays,23 Jul 2019(Tue),
,Local Authority,School Holidays,Starts,Finishes
0,Cambridgeshire,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Cambridgeshire,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,Cambridgeshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Cambridgeshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Cambridgeshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Cambridgeshire,Summer Holidays,25 Jul 2019(Thu),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Camden,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Camden,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Camden,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Camden,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Camden,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Camden,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Central-Bedfordshire,Autumn Half Term Holidays,22 Oct 2018(Mon),29 Oct 2018(Mon)
1,Central-Bedfordshire,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,Central-Bedfordshire,Spring Half Term Holidays,11 Feb 2019(Mon),15 Feb 2019(Fri)
3,Central-Bedfordshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Central-Bedfordshire,Summer Half Term Holidays,27 May 2019(Mon),3 Jun 2019(Mon)
5,Central-Bedfordshire,Summer Holidays,22 Jul 2019(Mon),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Cheshire-East,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Cheshire-East,Winter Holidays,21 Dec 2018(Fri),4 Jan 2019(Fri)
2,Cheshire-East,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Cheshire-East,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Cheshire-East,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Cheshire-East,Summer Holidays,25 Jul 2019(Thu),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Cheshire-West-and-Chester,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Cheshire-West-and-Chester,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Cheshire-West-and-Chester,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Cheshire-West-and-Chester,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,Cheshire-West-and-Chester,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,Cheshire-West-and-Chester,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,Cheshire-West-and-Chester,Summer Holidays,25 Jul 2019(Thu),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Cornwall,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Cornwall,Winter Holidays,21 Dec 2018(Fri),4 Jan 2019(Fri)
2,Cornwall,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Cornwall,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Cornwall,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Cornwall,Summer Holidays,26 Jul 2019(Fri),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Coventry,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Coventry,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Coventry,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Coventry,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,Coventry,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Coventry,Summer Holidays,23 Jul 2019(Tue),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Croydon,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Croydon,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Croydon,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Croydon,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Croydon,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Croydon,Summer Holidays,24 Jul 2019(Wed),2 Sep 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,Cumbria,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Cumbria,Winter Holidays,24 Dec 2018(Mon),7 Jan 2019(Mon)
2,Cumbria,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Cumbria,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,Cumbria,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,Cumbria,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,Cumbria,Summer Holidays,22 Jul 2019(Mon),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Darlington,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Darlington,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Darlington,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Darlington,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Darlington,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Darlington,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Derby,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Derby,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Derby,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Derby,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,Derby,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Derby,Summer Holidays,26 Jul 2019(Fri),5 Sep 2019(Thu)
,Local Authority,School Holidays,Starts,Finishes
0,Derbyshire,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Derbyshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Derbyshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Derbyshire,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,Derbyshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Derbyshire,Summer Holidays,23 Jul 2019(Tue),2 Sep 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,Devon,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Devon,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Devon,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Devon,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Devon,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Devon,Summer Holidays,26 Jul 2019(Fri),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Doncaster,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Doncaster,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Doncaster,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Doncaster,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,Doncaster,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Doncaster,Summer Holidays,23 Jul 2019(Tue),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Dorset,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Dorset,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Dorset,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Dorset,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Dorset,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Dorset,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Dudley,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,Dudley,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Dudley,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Dudley,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,Dudley,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Dudley,Summer Holidays,23 Jul 2019(Tue),
,Local Authority,School Holidays,Starts,Finishes
0,Durham,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Durham,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Durham,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Durham,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Durham,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Durham,Summer Holidays,22 Jul 2019(Mon),2 Sep 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,Ealing,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Ealing,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Ealing,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Ealing,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Ealing,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Ealing,Summer Holidays,29 Jul 2019(Mon),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,East-Riding-of-Yorkshire,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,East-Riding-of-Yorkshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,East-Riding-of-Yorkshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,East-Riding-of-Yorkshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,East-Riding-of-Yorkshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,East-Riding-of-Yorkshire,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,East-Sussex,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,East-Sussex,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,East-Sussex,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,East-Sussex,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,East-Sussex,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,East-Sussex,Summer Holidays,24 Jul 2019(Wed),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Enfield,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Enfield,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Enfield,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Enfield,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Enfield,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Enfield,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Essex,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Essex,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,Essex,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Essex,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Essex,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Essex,Summer Holidays,25 Jul 2019(Thu),2 Sep 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,Gateshead,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Gateshead,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Gateshead,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Gateshead,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Gateshead,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Gateshead,Summer Holidays,22 Jul 2019(Mon),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Gloucestershire,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Gloucestershire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Gloucestershire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Gloucestershire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Gloucestershire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Gloucestershire,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Greenwich,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Greenwich,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Greenwich,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Greenwich,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Greenwich,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Greenwich,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Hackney,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Hackney,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Hackney,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,Hackney,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,Hackney,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,Hackney,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,Halton,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,Halton,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,Halton,Spring Half Term Holidays,11 Feb 2019(Mon),15 Feb 2019(Fri)
3,Halton,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,Halton,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,Halton,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,Halton,Summer Holidays,25 Jul 2019(Thu),3 Sep 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,Hammersmith-and-Fulham,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
